model,dataset,layer,target,within_r2_natural,within_r2_balanced
instruct,TriviaMC,27,cross_stated_confidence_to_margin_logit,-1.4423699468381677,
instruct,TriviaMC,28,cross_stated_confidence_to_margin_logit,-1.4417251510502749,
instruct,TriviaMC,29,cross_stated_confidence_to_margin_logit,-1.441464969144688,
instruct,TriviaMC,30,cross_stated_confidence_to_margin_logit,-1.4414583720749445,
instruct,TriviaMC,31,cross_stated_confidence_to_margin_logit,-1.4422404649881768,
instruct,TriviaMC,0,cross_stated_confidence_to_entropy,-0.07708509941961617,
instruct,TriviaMC,1,cross_stated_confidence_to_entropy,-0.09632540189416594,
instruct,TriviaMC,2,cross_stated_confidence_to_entropy,-0.12248888262228297,
instruct,TriviaMC,3,cross_stated_confidence_to_entropy,-0.16221164458203763,
instruct,TriviaMC,4,cross_stated_confidence_to_entropy,-0.14937287465392535,
instruct,TriviaMC,5,cross_stated_confidence_to_entropy,-0.16738092101754454,
instruct,TriviaMC,6,cross_stated_confidence_to_entropy,-0.17850570273915012,
instruct,TriviaMC,7,cross_stated_confidence_to_entropy,-0.2460965585096233,
instruct,TriviaMC,8,cross_stated_confidence_to_entropy,-0.2905845015128734,
instruct,TriviaMC,9,cross_stated_confidence_to_entropy,-0.3642120580524686,
instruct,TriviaMC,10,cross_stated_confidence_to_entropy,-0.4374074512181585,
instruct,TriviaMC,11,cross_stated_confidence_to_entropy,-0.45964525773372467,
instruct,TriviaMC,12,cross_stated_confidence_to_entropy,-0.5940584309757759,
instruct,TriviaMC,13,cross_stated_confidence_to_entropy,-0.681372165537308,
instruct,TriviaMC,14,cross_stated_confidence_to_entropy,-0.7030087246288774,
instruct,TriviaMC,15,cross_stated_confidence_to_entropy,-0.7263693337731298,
instruct,TriviaMC,16,cross_stated_confidence_to_entropy,-0.7233335687776314,
instruct,TriviaMC,17,cross_stated_confidence_to_entropy,-0.7408214002503732,
instruct,TriviaMC,18,cross_stated_confidence_to_entropy,-0.7389766828634339,
instruct,TriviaMC,19,cross_stated_confidence_to_entropy,-0.7398533602169395,
instruct,TriviaMC,20,cross_stated_confidence_to_entropy,-0.7393419734458466,
instruct,TriviaMC,21,cross_stated_confidence_to_entropy,-0.7145175603926968,
instruct,TriviaMC,22,cross_stated_confidence_to_entropy,-0.7233620800186229,
instruct,TriviaMC,23,cross_stated_confidence_to_entropy,-0.72315128391113,
instruct,TriviaMC,24,cross_stated_confidence_to_entropy,-0.7195963247299968,
instruct,TriviaMC,25,cross_stated_confidence_to_entropy,-0.7201488218362935,
instruct,TriviaMC,26,cross_stated_confidence_to_entropy,-0.7080805413223505,
instruct,TriviaMC,27,cross_stated_confidence_to_entropy,-0.7190152198662887,
instruct,TriviaMC,28,cross_stated_confidence_to_entropy,-0.7163446936397018,
instruct,TriviaMC,29,cross_stated_confidence_to_entropy,-0.7152201891895773,
instruct,TriviaMC,30,cross_stated_confidence_to_entropy,-0.7153389192949451,
instruct,TriviaMC,31,cross_stated_confidence_to_entropy,-0.6918780845505159,
instruct,TriviaMC,0,cross_stated_confidence_to_is_correct,0.5125,
instruct,TriviaMC,1,cross_stated_confidence_to_is_correct,0.535,
instruct,TriviaMC,2,cross_stated_confidence_to_is_correct,0.5525,
instruct,TriviaMC,3,cross_stated_confidence_to_is_correct,0.5625,
instruct,TriviaMC,4,cross_stated_confidence_to_is_correct,0.5525,
instruct,TriviaMC,5,cross_stated_confidence_to_is_correct,0.5525,
instruct,TriviaMC,6,cross_stated_confidence_to_is_correct,0.555,
instruct,TriviaMC,7,cross_stated_confidence_to_is_correct,0.5675,
instruct,TriviaMC,8,cross_stated_confidence_to_is_correct,0.5725,
instruct,TriviaMC,9,cross_stated_confidence_to_is_correct,0.585,
instruct,TriviaMC,10,cross_stated_confidence_to_is_correct,0.6125,
instruct,TriviaMC,11,cross_stated_confidence_to_is_correct,0.6225,
instruct,TriviaMC,12,cross_stated_confidence_to_is_correct,0.6425,
instruct,TriviaMC,13,cross_stated_confidence_to_is_correct,0.6625,
instruct,TriviaMC,14,cross_stated_confidence_to_is_correct,0.665,
instruct,TriviaMC,15,cross_stated_confidence_to_is_correct,0.67,
instruct,TriviaMC,16,cross_stated_confidence_to_is_correct,0.67,
instruct,TriviaMC,17,cross_stated_confidence_to_is_correct,0.6575,
instruct,TriviaMC,18,cross_stated_confidence_to_is_correct,0.665,
instruct,TriviaMC,19,cross_stated_confidence_to_is_correct,0.665,
instruct,TriviaMC,20,cross_stated_confidence_to_is_correct,0.66,
instruct,TriviaMC,21,cross_stated_confidence_to_is_correct,0.6675,
instruct,TriviaMC,22,cross_stated_confidence_to_is_correct,0.6575,
instruct,TriviaMC,23,cross_stated_confidence_to_is_correct,0.65,
instruct,TriviaMC,24,cross_stated_confidence_to_is_correct,0.6475,
instruct,TriviaMC,25,cross_stated_confidence_to_is_correct,0.655,
instruct,TriviaMC,26,cross_stated_confidence_to_is_correct,0.66,
instruct,TriviaMC,27,cross_stated_confidence_to_is_correct,0.6625,
instruct,TriviaMC,28,cross_stated_confidence_to_is_correct,0.655,
instruct,TriviaMC,29,cross_stated_confidence_to_is_correct,0.66,
instruct,TriviaMC,30,cross_stated_confidence_to_is_correct,0.6675,
instruct,TriviaMC,31,cross_stated_confidence_to_is_correct,0.6675,
instruct,TriviaMC,0,cross_is_correct_to_margin_logit,-1.2487063970403236,
instruct,TriviaMC,1,cross_is_correct_to_margin_logit,-1.2594931235161138,
instruct,TriviaMC,2,cross_is_correct_to_margin_logit,-1.2474514673237187,
instruct,TriviaMC,3,cross_is_correct_to_margin_logit,-1.241406159079045,
instruct,TriviaMC,4,cross_is_correct_to_margin_logit,-1.2443772760466958,
instruct,TriviaMC,5,cross_is_correct_to_margin_logit,-1.2514559042428246,
instruct,TriviaMC,6,cross_is_correct_to_margin_logit,-1.2353711582653086,
instruct,TriviaMC,7,cross_is_correct_to_margin_logit,-1.239659049535188,
instruct,TriviaMC,8,cross_is_correct_to_margin_logit,-1.2328690294053009,
instruct,TriviaMC,9,cross_is_correct_to_margin_logit,-1.2339822319465195,
instruct,TriviaMC,10,cross_is_correct_to_margin_logit,-1.2306323168919264,
instruct,TriviaMC,11,cross_is_correct_to_margin_logit,-1.2270401772103088,
instruct,TriviaMC,12,cross_is_correct_to_margin_logit,-1.2272927092682706,
instruct,TriviaMC,13,cross_is_correct_to_margin_logit,-1.21619418300663,
instruct,TriviaMC,14,cross_is_correct_to_margin_logit,-1.2095896966336128,
instruct,TriviaMC,15,cross_is_correct_to_margin_logit,-1.2093088191405736,
instruct,TriviaMC,16,cross_is_correct_to_margin_logit,-1.2102055656321111,
instruct,TriviaMC,17,cross_is_correct_to_margin_logit,-1.202998094549267,
instruct,TriviaMC,18,cross_is_correct_to_margin_logit,-1.2035572726776107,
instruct,TriviaMC,19,cross_is_correct_to_margin_logit,-1.2008129191905788,
instruct,TriviaMC,20,cross_is_correct_to_margin_logit,-1.2026399113241992,
instruct,TriviaMC,21,cross_is_correct_to_margin_logit,-1.2028640979470833,
instruct,TriviaMC,22,cross_is_correct_to_margin_logit,-1.2035031586651903,
instruct,TriviaMC,23,cross_is_correct_to_margin_logit,-1.1997100240802974,
instruct,TriviaMC,24,cross_is_correct_to_margin_logit,-1.2006222317182402,
instruct,TriviaMC,25,cross_is_correct_to_margin_logit,-1.2022198835135076,
instruct,TriviaMC,26,cross_is_correct_to_margin_logit,-1.201547323644855,
instruct,TriviaMC,27,cross_is_correct_to_margin_logit,-1.197689767616604,
instruct,TriviaMC,28,cross_is_correct_to_margin_logit,-1.1996249877750653,
instruct,TriviaMC,29,cross_is_correct_to_margin_logit,-1.1975635015876231,
instruct,TriviaMC,30,cross_is_correct_to_margin_logit,-1.2041551036719689,
instruct,TriviaMC,31,cross_is_correct_to_margin_logit,-1.2066495019587737,
instruct,TriviaMC,0,cross_is_correct_to_entropy,-2.0816383164284353,
instruct,TriviaMC,1,cross_is_correct_to_entropy,-2.122171609948553,
instruct,TriviaMC,2,cross_is_correct_to_entropy,-2.145903964019399,
instruct,TriviaMC,3,cross_is_correct_to_entropy,-2.2670636442910213,
instruct,TriviaMC,4,cross_is_correct_to_entropy,-2.2666035206935256,
instruct,TriviaMC,5,cross_is_correct_to_entropy,-2.215205135742213,
instruct,TriviaMC,6,cross_is_correct_to_entropy,-2.246762379829293,
instruct,TriviaMC,7,cross_is_correct_to_entropy,-2.280612716806821,
instruct,TriviaMC,8,cross_is_correct_to_entropy,-2.375931993155149,
instruct,TriviaMC,9,cross_is_correct_to_entropy,-2.4470660696212008,
instruct,TriviaMC,10,cross_is_correct_to_entropy,-2.51026522991334,
instruct,TriviaMC,11,cross_is_correct_to_entropy,-2.5477000709547992,
instruct,TriviaMC,12,cross_is_correct_to_entropy,-2.647518554285829,
instruct,TriviaMC,13,cross_is_correct_to_entropy,-2.746991508430446,
instruct,TriviaMC,14,cross_is_correct_to_entropy,-2.895866758767677,
instruct,TriviaMC,15,cross_is_correct_to_entropy,-2.9258653854094403,
instruct,TriviaMC,16,cross_is_correct_to_entropy,-2.973664154663885,
instruct,TriviaMC,17,cross_is_correct_to_entropy,-3.0301598082724883,
instruct,TriviaMC,18,cross_is_correct_to_entropy,-3.0010800709485537,
instruct,TriviaMC,19,cross_is_correct_to_entropy,-3.0728945449740754,
instruct,TriviaMC,20,cross_is_correct_to_entropy,-3.0676687492772183,
instruct,TriviaMC,21,cross_is_correct_to_entropy,-3.0690767356825885,
instruct,TriviaMC,22,cross_is_correct_to_entropy,-3.0720838378696254,
instruct,TriviaMC,23,cross_is_correct_to_entropy,-3.068254879364522,
instruct,TriviaMC,24,cross_is_correct_to_entropy,-3.0832995485823176,
instruct,TriviaMC,25,cross_is_correct_to_entropy,-3.094501720964188,
instruct,TriviaMC,26,cross_is_correct_to_entropy,-3.104234586265794,
instruct,TriviaMC,27,cross_is_correct_to_entropy,-3.1153741936408936,
instruct,TriviaMC,28,cross_is_correct_to_entropy,-3.104644070999851,
instruct,TriviaMC,29,cross_is_correct_to_entropy,-3.0915343876239385,
instruct,TriviaMC,30,cross_is_correct_to_entropy,-3.0233749145071274,
instruct,TriviaMC,31,cross_is_correct_to_entropy,-2.976286509434578,
instruct,TriviaMC,0,cross_is_correct_to_stated_confidence,-3.738686879033085,
instruct,TriviaMC,1,cross_is_correct_to_stated_confidence,-3.598566014544711,
instruct,TriviaMC,2,cross_is_correct_to_stated_confidence,-3.575622247260064,
instruct,TriviaMC,3,cross_is_correct_to_stated_confidence,-3.292922257502817,
instruct,TriviaMC,4,cross_is_correct_to_stated_confidence,-3.444515005633515,
instruct,TriviaMC,5,cross_is_correct_to_stated_confidence,-3.4199323978285365,
instruct,TriviaMC,6,cross_is_correct_to_stated_confidence,-3.4199323978285365,
instruct,TriviaMC,7,cross_is_correct_to_stated_confidence,-3.3150466045272973,
instruct,TriviaMC,8,cross_is_correct_to_stated_confidence,-3.139690668851787,
instruct,TriviaMC,9,cross_is_correct_to_stated_confidence,-3.073317627778347,
instruct,TriviaMC,10,cross_is_correct_to_stated_confidence,-3.0552903820546966,
instruct,TriviaMC,11,cross_is_correct_to_stated_confidence,-3.0585680630953602,
instruct,TriviaMC,12,cross_is_correct_to_stated_confidence,-2.8496158967530474,
instruct,TriviaMC,13,cross_is_correct_to_stated_confidence,-2.881573286899519,
instruct,TriviaMC,14,cross_is_correct_to_stated_confidence,-2.7562019870941312,
instruct,TriviaMC,15,cross_is_correct_to_stated_confidence,-2.681634743419031,
instruct,TriviaMC,16,cross_is_correct_to_stated_confidence,-2.6259141657277483,
instruct,TriviaMC,17,cross_is_correct_to_stated_confidence,-2.5669159069958005,
instruct,TriviaMC,18,cross_is_correct_to_stated_confidence,-2.714411553825669,
instruct,TriviaMC,19,cross_is_correct_to_stated_confidence,-2.6201782239065863,
instruct,TriviaMC,20,cross_is_correct_to_stated_confidence,-2.6087063402642636,
instruct,TriviaMC,21,cross_is_correct_to_stated_confidence,-2.679176482638534,
instruct,TriviaMC,22,cross_is_correct_to_stated_confidence,-2.6472190924920627,
instruct,TriviaMC,23,cross_is_correct_to_stated_confidence,-2.5767489501177923,
instruct,TriviaMC,24,cross_is_correct_to_stated_confidence,-2.661149236914883,
instruct,TriviaMC,25,cross_is_correct_to_stated_confidence,-2.6087063402642636,
instruct,TriviaMC,26,cross_is_correct_to_stated_confidence,-2.5619993854348047,
instruct,TriviaMC,27,cross_is_correct_to_stated_confidence,-2.5988732971422723,
instruct,TriviaMC,28,cross_is_correct_to_stated_confidence,-2.5792072108982897,
instruct,TriviaMC,29,cross_is_correct_to_stated_confidence,-2.6808153231588654,
instruct,TriviaMC,30,cross_is_correct_to_stated_confidence,-2.5726518488169625,
instruct,TriviaMC,31,cross_is_correct_to_stated_confidence,-2.6431219911912325,
finetuned,SimpleMC,0,cross_margin_logit_to_entropy,-1.616231654324054,
finetuned,SimpleMC,1,cross_margin_logit_to_entropy,-1.9467096026985309,
finetuned,SimpleMC,2,cross_margin_logit_to_entropy,-2.0632423088867555,
finetuned,SimpleMC,3,cross_margin_logit_to_entropy,-2.158200585405655,
finetuned,SimpleMC,4,cross_margin_logit_to_entropy,-2.2990170144320374,
finetuned,SimpleMC,5,cross_margin_logit_to_entropy,-2.3332067573168622,
finetuned,SimpleMC,6,cross_margin_logit_to_entropy,-2.4270662628444906,
finetuned,SimpleMC,7,cross_margin_logit_to_entropy,-2.632962959287858,
finetuned,SimpleMC,8,cross_margin_logit_to_entropy,-2.702660384803724,
finetuned,SimpleMC,9,cross_margin_logit_to_entropy,-2.6644166264625904,
finetuned,SimpleMC,10,cross_margin_logit_to_entropy,-2.8360884871839556,
finetuned,SimpleMC,11,cross_margin_logit_to_entropy,-2.9991244849588212,
finetuned,SimpleMC,12,cross_margin_logit_to_entropy,-4.468613495978607,
finetuned,SimpleMC,13,cross_margin_logit_to_entropy,-8.422511796567822,
finetuned,SimpleMC,14,cross_margin_logit_to_entropy,-10.806139390407969,
finetuned,SimpleMC,15,cross_margin_logit_to_entropy,-11.30498474587165,
finetuned,SimpleMC,16,cross_margin_logit_to_entropy,-12.201358542474884,
finetuned,SimpleMC,17,cross_margin_logit_to_entropy,-14.436509311176772,
finetuned,SimpleMC,18,cross_margin_logit_to_entropy,-15.240480260098092,
finetuned,SimpleMC,19,cross_margin_logit_to_entropy,-15.219305853170397,
finetuned,SimpleMC,20,cross_margin_logit_to_entropy,-15.72674816820005,
finetuned,SimpleMC,21,cross_margin_logit_to_entropy,-15.72589114946782,
finetuned,SimpleMC,22,cross_margin_logit_to_entropy,-15.763783496098018,
finetuned,SimpleMC,23,cross_margin_logit_to_entropy,-15.805494872277869,
finetuned,SimpleMC,24,cross_margin_logit_to_entropy,-16.09399203945317,
finetuned,SimpleMC,25,cross_margin_logit_to_entropy,-16.22338401912234,
finetuned,SimpleMC,26,cross_margin_logit_to_entropy,-16.235338396891954,
finetuned,SimpleMC,27,cross_margin_logit_to_entropy,-16.36331565488445,
finetuned,SimpleMC,28,cross_margin_logit_to_entropy,-16.252297957598955,
finetuned,SimpleMC,29,cross_margin_logit_to_entropy,-16.39723678764756,
finetuned,SimpleMC,30,cross_margin_logit_to_entropy,-16.416377959962315,
finetuned,SimpleMC,31,cross_margin_logit_to_entropy,-16.003680912719243,
finetuned,SimpleMC,0,cross_margin_logit_to_stated_confidence,-5.458432806769087,
finetuned,SimpleMC,1,cross_margin_logit_to_stated_confidence,-5.740459933623699,
finetuned,SimpleMC,2,cross_margin_logit_to_stated_confidence,-5.840621578393918,
finetuned,SimpleMC,3,cross_margin_logit_to_stated_confidence,-5.891776140859264,
finetuned,SimpleMC,4,cross_margin_logit_to_stated_confidence,-5.912113983786599,
finetuned,SimpleMC,5,cross_margin_logit_to_stated_confidence,-5.901535727693112,
finetuned,SimpleMC,6,cross_margin_logit_to_stated_confidence,-6.042559065050669,
finetuned,SimpleMC,7,cross_margin_logit_to_stated_confidence,-6.126788572159164,
finetuned,SimpleMC,8,cross_margin_logit_to_stated_confidence,-6.154137195606064,
finetuned,SimpleMC,9,cross_margin_logit_to_stated_confidence,-6.078846026667387,
finetuned,SimpleMC,10,cross_margin_logit_to_stated_confidence,-6.116252955053909,
finetuned,SimpleMC,11,cross_margin_logit_to_stated_confidence,-6.184235479048506,
finetuned,SimpleMC,12,cross_margin_logit_to_stated_confidence,-6.522948740529485,
finetuned,SimpleMC,13,cross_margin_logit_to_stated_confidence,-9.077424917578119,
finetuned,SimpleMC,14,cross_margin_logit_to_stated_confidence,-10.737033986371236,
finetuned,SimpleMC,15,cross_margin_logit_to_stated_confidence,-11.330915515490712,
finetuned,SimpleMC,16,cross_margin_logit_to_stated_confidence,-12.04183607217074,
finetuned,SimpleMC,17,cross_margin_logit_to_stated_confidence,-14.057041398406653,
finetuned,SimpleMC,18,cross_margin_logit_to_stated_confidence,-14.811283954338181,
finetuned,SimpleMC,19,cross_margin_logit_to_stated_confidence,-14.677269340959459,
finetuned,SimpleMC,20,cross_margin_logit_to_stated_confidence,-15.197227671525688,
finetuned,SimpleMC,21,cross_margin_logit_to_stated_confidence,-15.191095666748254,
finetuned,SimpleMC,22,cross_margin_logit_to_stated_confidence,-15.229791421775818,
finetuned,SimpleMC,23,cross_margin_logit_to_stated_confidence,-15.279128828299868,
finetuned,SimpleMC,24,cross_margin_logit_to_stated_confidence,-15.557052012763243,
finetuned,SimpleMC,25,cross_margin_logit_to_stated_confidence,-15.7266886732396,
finetuned,SimpleMC,26,cross_margin_logit_to_stated_confidence,-15.752712550871923,
finetuned,SimpleMC,27,cross_margin_logit_to_stated_confidence,-15.850534023435113,
finetuned,SimpleMC,28,cross_margin_logit_to_stated_confidence,-15.786670633587836,
finetuned,SimpleMC,29,cross_margin_logit_to_stated_confidence,-15.87942221258762,
finetuned,SimpleMC,30,cross_margin_logit_to_stated_confidence,-15.990390118869314,
finetuned,SimpleMC,31,cross_margin_logit_to_stated_confidence,-15.695974166871494,
finetuned,SimpleMC,0,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,1,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,2,cross_margin_logit_to_is_correct,0.514,
finetuned,SimpleMC,3,cross_margin_logit_to_is_correct,0.53,
finetuned,SimpleMC,4,cross_margin_logit_to_is_correct,0.51,
finetuned,SimpleMC,5,cross_margin_logit_to_is_correct,0.51,
finetuned,SimpleMC,6,cross_margin_logit_to_is_correct,0.518,
finetuned,SimpleMC,7,cross_margin_logit_to_is_correct,0.526,
finetuned,SimpleMC,8,cross_margin_logit_to_is_correct,0.518,
finetuned,SimpleMC,9,cross_margin_logit_to_is_correct,0.522,
finetuned,SimpleMC,10,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,11,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,12,cross_margin_logit_to_is_correct,0.514,
finetuned,SimpleMC,13,cross_margin_logit_to_is_correct,0.526,
finetuned,SimpleMC,14,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,15,cross_margin_logit_to_is_correct,0.53,
finetuned,SimpleMC,16,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,17,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,18,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,19,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,20,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,21,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,22,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,23,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,24,cross_margin_logit_to_is_correct,0.506,
finetuned,SimpleMC,25,cross_margin_logit_to_is_correct,0.51,
finetuned,SimpleMC,26,cross_margin_logit_to_is_correct,0.51,
finetuned,SimpleMC,27,cross_margin_logit_to_is_correct,0.522,
finetuned,SimpleMC,28,cross_margin_logit_to_is_correct,0.518,
finetuned,SimpleMC,29,cross_margin_logit_to_is_correct,0.514,
finetuned,SimpleMC,30,cross_margin_logit_to_is_correct,0.502,
finetuned,SimpleMC,31,cross_margin_logit_to_is_correct,0.522,
finetuned,SimpleMC,0,cross_entropy_to_margin_logit,-0.05355115981702485,
finetuned,SimpleMC,1,cross_entropy_to_margin_logit,-0.06509994669740826,
finetuned,SimpleMC,2,cross_entropy_to_margin_logit,-0.0678805484732039,
finetuned,SimpleMC,3,cross_entropy_to_margin_logit,-0.06972942547079919,
finetuned,SimpleMC,4,cross_entropy_to_margin_logit,-0.07525095217226996,
finetuned,SimpleMC,5,cross_entropy_to_margin_logit,-0.07914787307987448,
finetuned,SimpleMC,6,cross_entropy_to_margin_logit,-0.08199858974799668,
finetuned,SimpleMC,7,cross_entropy_to_margin_logit,-0.08913748313737324,
finetuned,SimpleMC,8,cross_entropy_to_margin_logit,-0.09343851767332056,
finetuned,SimpleMC,9,cross_entropy_to_margin_logit,-0.09368087855780094,
finetuned,SimpleMC,10,cross_entropy_to_margin_logit,-0.1004542321067452,
finetuned,SimpleMC,11,cross_entropy_to_margin_logit,-0.10633336742779043,
finetuned,SimpleMC,12,cross_entropy_to_margin_logit,-0.18823522440255402,
finetuned,SimpleMC,13,cross_entropy_to_margin_logit,-0.3138975271009552,
finetuned,SimpleMC,14,cross_entropy_to_margin_logit,-0.4360423301386833,
finetuned,SimpleMC,15,cross_entropy_to_margin_logit,-0.4395715124177699,
finetuned,SimpleMC,16,cross_entropy_to_margin_logit,-0.47009272899200805,
finetuned,SimpleMC,17,cross_entropy_to_margin_logit,-0.5359887725523671,
finetuned,SimpleMC,18,cross_entropy_to_margin_logit,-0.5589088692996045,
finetuned,SimpleMC,19,cross_entropy_to_margin_logit,-0.5585730850019626,
finetuned,SimpleMC,20,cross_entropy_to_margin_logit,-0.5673997694855848,
finetuned,SimpleMC,21,cross_entropy_to_margin_logit,-0.5694089728312315,
finetuned,SimpleMC,22,cross_entropy_to_margin_logit,-0.5670641821696398,
finetuned,SimpleMC,23,cross_entropy_to_margin_logit,-0.5651757058571865,
finetuned,SimpleMC,24,cross_entropy_to_margin_logit,-0.567667483755298,
finetuned,SimpleMC,25,cross_entropy_to_margin_logit,-0.5657553087868894,
finetuned,SimpleMC,26,cross_entropy_to_margin_logit,-0.5661855752473559,
finetuned,SimpleMC,27,cross_entropy_to_margin_logit,-0.566103516385523,
finetuned,SimpleMC,28,cross_entropy_to_margin_logit,-0.56428229777773,
finetuned,SimpleMC,29,cross_entropy_to_margin_logit,-0.568332080645348,
finetuned,SimpleMC,30,cross_entropy_to_margin_logit,-0.5685827825164282,
finetuned,SimpleMC,31,cross_entropy_to_margin_logit,-0.5626762122580631,
finetuned,SimpleMC,0,cross_entropy_to_stated_confidence,-4.0137090052843245,
finetuned,SimpleMC,1,cross_entropy_to_stated_confidence,-4.048727219997516,
finetuned,SimpleMC,2,cross_entropy_to_stated_confidence,-4.0586093902309734,
finetuned,SimpleMC,3,cross_entropy_to_stated_confidence,-4.0787530219808765,
finetuned,SimpleMC,4,cross_entropy_to_stated_confidence,-4.103820770536741,
finetuned,SimpleMC,5,cross_entropy_to_stated_confidence,-4.092606286089762,
finetuned,SimpleMC,6,cross_entropy_to_stated_confidence,-4.094176810732062,
finetuned,SimpleMC,7,cross_entropy_to_stated_confidence,-4.127581370456412,
finetuned,SimpleMC,8,cross_entropy_to_stated_confidence,-4.140220927532231,
finetuned,SimpleMC,9,cross_entropy_to_stated_confidence,-4.152474338568651,
finetuned,SimpleMC,10,cross_entropy_to_stated_confidence,-4.197941306184198,
finetuned,SimpleMC,11,cross_entropy_to_stated_confidence,-4.225115356411967,
finetuned,SimpleMC,12,cross_entropy_to_stated_confidence,-4.666022206756452,
finetuned,SimpleMC,13,cross_entropy_to_stated_confidence,-5.23834364834752,
finetuned,SimpleMC,14,cross_entropy_to_stated_confidence,-5.601172116524954,
finetuned,SimpleMC,15,cross_entropy_to_stated_confidence,-5.635666650703595,
finetuned,SimpleMC,16,cross_entropy_to_stated_confidence,-5.760233700488753,
finetuned,SimpleMC,17,cross_entropy_to_stated_confidence,-5.890852045793609,
finetuned,SimpleMC,18,cross_entropy_to_stated_confidence,-5.93316775723506,
finetuned,SimpleMC,19,cross_entropy_to_stated_confidence,-5.932690525632831,
finetuned,SimpleMC,20,cross_entropy_to_stated_confidence,-5.95629749972767,
finetuned,SimpleMC,21,cross_entropy_to_stated_confidence,-5.943560889226397,
finetuned,SimpleMC,22,cross_entropy_to_stated_confidence,-5.938457742885791,
finetuned,SimpleMC,23,cross_entropy_to_stated_confidence,-5.92718349166531,
finetuned,SimpleMC,24,cross_entropy_to_stated_confidence,-5.934054858729915,
finetuned,SimpleMC,25,cross_entropy_to_stated_confidence,-5.914039970848717,
finetuned,SimpleMC,26,cross_entropy_to_stated_confidence,-5.918040480195516,
finetuned,SimpleMC,27,cross_entropy_to_stated_confidence,-5.920355990314191,
finetuned,SimpleMC,28,cross_entropy_to_stated_confidence,-5.914479444974619,
finetuned,SimpleMC,29,cross_entropy_to_stated_confidence,-5.917097602650332,
finetuned,SimpleMC,30,cross_entropy_to_stated_confidence,-5.920558168824292,
finetuned,SimpleMC,31,cross_entropy_to_stated_confidence,-5.907127205881462,
finetuned,SimpleMC,0,cross_entropy_to_is_correct,0.522,
finetuned,SimpleMC,1,cross_entropy_to_is_correct,0.526,
finetuned,SimpleMC,2,cross_entropy_to_is_correct,0.53,
finetuned,SimpleMC,3,cross_entropy_to_is_correct,0.542,
finetuned,SimpleMC,4,cross_entropy_to_is_correct,0.53,
finetuned,SimpleMC,5,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,6,cross_entropy_to_is_correct,0.526,
finetuned,SimpleMC,7,cross_entropy_to_is_correct,0.526,
finetuned,SimpleMC,8,cross_entropy_to_is_correct,0.526,
finetuned,SimpleMC,9,cross_entropy_to_is_correct,0.538,
finetuned,SimpleMC,10,cross_entropy_to_is_correct,0.522,
finetuned,SimpleMC,11,cross_entropy_to_is_correct,0.518,
finetuned,SimpleMC,12,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,13,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,14,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,15,cross_entropy_to_is_correct,0.518,
finetuned,SimpleMC,16,cross_entropy_to_is_correct,0.506,
finetuned,SimpleMC,17,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,18,cross_entropy_to_is_correct,0.51,
finetuned,SimpleMC,19,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,20,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,21,cross_entropy_to_is_correct,0.518,
finetuned,SimpleMC,22,cross_entropy_to_is_correct,0.522,
finetuned,SimpleMC,23,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,24,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,25,cross_entropy_to_is_correct,0.53,
finetuned,SimpleMC,26,cross_entropy_to_is_correct,0.522,
finetuned,SimpleMC,27,cross_entropy_to_is_correct,0.518,
finetuned,SimpleMC,28,cross_entropy_to_is_correct,0.522,
finetuned,SimpleMC,29,cross_entropy_to_is_correct,0.514,
finetuned,SimpleMC,30,cross_entropy_to_is_correct,0.506,
finetuned,SimpleMC,31,cross_entropy_to_is_correct,0.51,
finetuned,SimpleMC,0,cross_stated_confidence_to_margin_logit,-0.240864624757553,
finetuned,SimpleMC,1,cross_stated_confidence_to_margin_logit,-0.2426661366632621,
finetuned,SimpleMC,2,cross_stated_confidence_to_margin_logit,-0.24071898607066,
finetuned,SimpleMC,3,cross_stated_confidence_to_margin_logit,-0.23764229439252427,
finetuned,SimpleMC,4,cross_stated_confidence_to_margin_logit,-0.23571958654150071,
